,AirportCode,CityCode,CountryCode,LocationType,Names,UtcOffset,TimeZoneId,Latitude,Longitude
289,EGE,EGE,US,Airport,Vail/Eagle,-07:00,America/Denver,39.6425,-106.9178
290,EGO,EGO,RU,Airport,Belgorod,+03:00,Europe/Moscow,50.6439,36.59
291,EJA,EJA,CO,Airport,Barrancabermeja Yariguies,-05:00,America/Bogota,7.0244,-73.8067
292,ELP,ELP,US,Airport,El Paso,-07:00,America/Denver,31.8025,-106.3983
293,ELS,ELS,ZA,Airport,East London,+02:00,Africa/Johannesburg,-33.0356,27.8258
294,EMA,NQT,GB,Airport,East Midlands,+00:00,Europe/London,52.8311,-1.3281
295,ERC,ERC,TR,Airport,Erzincan,+03:00,Europe/Istanbul,39.7103,39.5269
296,ERF,ERF,DE,Airport,Erfurt,+01:00,Europe/Berlin,50.9797,10.9581
297,ERI,ERI,US,Airport,Erie,-05:00,America/New_York,42.0819,-80.1761
298,ERZ,ERZ,TR,Airport,Erzurum,+03:00,Europe/Istanbul,39.9564,41.1703
299,ESB,ANK,TR,Airport,Ankara,+03:00,Europe/Istanbul,40.1281,32.995
300,ESM,ESM,EC,Airport,Esmeraldas C Concha Torres Intl,-05:00,America/Guayaquil,0.9786,-79.6267
301,ETM,ETH,IL,Airport,Eilat,+02:00,Asia/Jerusalem,29.7272,34.9983
302,EUG,EUG,US,Airport,Eugene,-08:00,America/Los_Angeles,44.1247,-123.2119
303,EVE,EVE,NO,Airport,Harstad-Narvik,+01:00,Europe/Oslo,68.4914,16.6781
304,EVN,EVN,AM,Airport,Yerevan,+04:00,Asia/Yerevan,40.1472,44.3958
305,EVV,EVV,US,Airport,Evansville,-06:00,America/Chicago,38.0369,-87.5325
306,EWN,EWN,US,Airport,New Bern,-05:00,America/New_York,35.0731,-77.0431
307,EWR,NYC,US,Airport,New York Newark,-05:00,America/New_York,40.6925,-74.1686
308,EYP,EYP,CO,Airport,Yopal El Alcaravan,-05:00,America/Bogota,5.3192,-72.3839
309,EYW,EYW,US,Airport,Key West,-05:00,America/New_York,24.5561,-81.7594
310,EZE,BUE,AR,Airport,Buenos Aires,-03:00,America/Argentina/Buenos_Aires,-34.8222,-58.5358
311,EZS,EZS,TR,Airport,Elazig,+03:00,Europe/Istanbul,38.6069,39.2914
312,FAE,FAE,FO,Airport,Faroe Islands,+00:00,Atlantic/Faroe,62.0664,-7.2931
313,FAI,FAI,US,Airport,Fairbanks,-09:00,America/Anchorage,64.815,-147.8564
314,FAO,FAO,PT,Airport,Faro,+00:00,Europe/Lisbon,37.0144,-7.9658
315,FAR,FAR,US,Airport,Fargo,-06:00,America/Chicago,46.9206,-96.8158
316,FAT,FAT,US,Airport,Fresno Yosemite,-08:00,America/Los_Angeles,36.7761,-119.7181
317,FAY,FAY,US,Airport,Fayetteville,-05:00,America/New_York,34.99,-78.8831
318,FBM,FBM,CD,Airport,Lubumbashi,+02:00,Africa/Lubumbashi,-11.5914,27.5308
319,FCA,FCA,US,Airport,Kalispell,-07:00,America/Denver,48.3106,-114.2561
320,FCO,ROM,IT,Airport,Rome,+01:00,Europe/Rome,41.8003,12.2389
321,FDF,FDF,MQ,Airport,Fort De France,-04:00,America/Martinique,14.5911,-61.0031
322,FDH,FDH,DE,Airport,Friedrichshafen,+01:00,Europe/Berlin,47.6714,9.5114
323,FIH,FIH,CD,Airport,Kinshasa,+01:00,Africa/Kinshasa,-4.3858,15.4444
324,FKB,FKB,DE,Airport,Karlsruhe/ Baden Baden,+01:00,Europe/Berlin,48.7794,8.0806
325,FKS,FKS,JP,Airport,Fukushima,+09:00,Asia/Tokyo,37.2275,140.4306
326,FLA,FLA,CO,Airport,Florencia Gustavo A. Paredes,-05:00,America/Bogota,1.5892,-75.5644
327,FLL,FLL,US,Airport,Fort Lauderdale,-05:00,America/New_York,26.0725,-80.1528
328,FLN,FLN,BR,Airport,Florianopolis,-03:00,America/Araguaina,-27.6706,-48.5472
329,FLO,FLO,US,Airport,Florence,-05:00,America/New_York,34.1875,-79.7247
330,FLR,FLR,IT,Airport,Florence,+01:00,Europe/Rome,43.8086,11.2028
331,FMN,FMN,US,Airport,Farmington,-07:00,America/Denver,36.7414,-108.2311
332,FMO,FMO,DE,Airport,Muenster-Osnabrueck,+01:00,Europe/Berlin,52.1347,7.6847
333,FMY,FMY,US,Airport,Fort Myers,-05:00,America/New_York,26.5833,-81.8667
334,FNA,FNA,SL,Airport,Freetown Lungi,+00:00,Africa/Freetown,8.6164,-13.1956
335,FNC,FNC,PT,Airport,Funchal,+00:00,Europe/Lisbon,32.6942,-16.7781
336,FNT,FNT,US,Airport,Flint,-05:00,America/New_York,42.9656,-83.7436
337,FOC,FOC,CN,Airport,Fuzhou,+08:00,Asia/Shanghai,25.935,119.6633
338,FOE,TOP,US,Airport,Topeka Forbes Afb,-06:00,America/Chicago,38.9508,-95.6636
339,FOR,FOR,BR,Airport,Fortaleza,-03:00,America/Araguaina,-3.7764,-38.5325
340,FRA,FRA,DE,Airport,Frankfurt,+01:00,Europe/Berlin,50.0331,8.5706
341,FRL,FRL,IT,Airport,Forli,+01:00,Europe/Rome,44.1956,12.0697
342,FRO,FRO,NO,Airport,Floro,+01:00,Europe/Oslo,61.5836,5.0247
343,FRS,FRS,GT,Airport,Flores,-06:00,America/Guatemala,16.9156,-89.8697
344,FRU,FRU,KG,Airport,Bishkek Manas International,+06:00,Asia/Bishkek,43.0614,74.4775
345,FRW,FRW,BW,Airport,Francistown,+02:00,Africa/Gaborone,-21.1597,27.4744
346,FSC,FSC,FR,Airport,Figari,+01:00,Europe/Paris,41.5022,9.0967
347,FSD,FSD,US,Airport,Sioux Falls,-06:00,America/Chicago,43.5819,-96.7419
348,FSZ,FSZ,JP,Airport,Shizuoka Mount Fuji,+09:00,Asia/Tokyo,34.7969,138.1808
349,FTE,FTE,AR,Airport,El Calafate,-03:00,America/Argentina/Buenos_Aires,-50.28,-72.0533
350,FUE,FUE,ES,Airport,Fuerteventura,+00:00,Atlantic/Canary,28.4528,-13.8639
351,FUK,FUK,JP,Airport,Fukuoka,+09:00,Asia/Tokyo,33.5858,130.4506
352,FWA,FWA,US,Airport,Fort Wayne,-05:00,America/New_York,40.9831,-85.1897
353,FYV,FYV,US,Airport,Fayetteville,-06:00,America/Chicago,36.0056,-94.1703
354,GAU,GAU,IN,Airport,Guwahati,+05:30,Asia/Kolkata,26.1061,91.5858
355,GAY,GAY,IN,Airport,Gaya,+05:30,Asia/Kolkata,24.7444,84.9511
356,GBE,GBE,BW,Airport,Gaborone,+02:00,Africa/Gaborone,-24.5553,25.9183
357,GCC,GCC,US,Airport,Gillette,-07:00,America/Denver,44.3475,-105.5417
358,GCK,GCK,US,Airport,Garden City,-06:00,America/Chicago,37.9275,-100.7244
359,GDE,GDE,ET,Airport,Gode,+03:00,Africa/Addis_Ababa,5.935,43.5786
360,GDL,GDL,MX,Airport,Guadalajara,-06:00,America/Mexico_City,20.5217,-103.3111
361,GDN,GDN,PL,Airport,Gdansk,+01:00,Europe/Warsaw,54.3775,18.4661
362,GDQ,GDQ,ET,Airport,Gondar,+03:00,Africa/Addis_Ababa,12.52,37.4342
363,GEG,GEG,US,Airport,Spokane,-08:00,America/Los_Angeles,47.6172,-117.54
364,GGZ,GRZ,AT,Rail Station,Graz Rail Station,+01:00,Europe/Vienna,47.0731,15.4161
365,GIG,RIO,BR,Airport,Rio De Janeiro Galeão,-03:00,America/Sao_Paulo,-22.8125,-43.2483
366,GIS,GIS,NZ,Airport,Gisborne,+12:00,Pacific/Auckland,-38.6639,177.9769
367,GJT,GJT,US,Airport,Grand Junction,-07:00,America/Denver,39.1233,-108.5258
368,GLA,GLA,GB,Airport,Glasgow,+00:00,Europe/London,55.8719,-4.4333
369,GMB,GMB,ET,Airport,Gambela,+03:00,Africa/Addis_Ababa,8.1289,34.5631
370,GMP,SEL,KR,Airport,Seoul,+09:00,Asia/Seoul,37.5583,126.7906
371,GNV,GNV,US,Airport,Gainesville,-05:00,America/New_York,29.69,-82.2717
372,GNY,SFQ,TR,Airport,Sanliurfa,+03:00,Europe/Istanbul,37.0944,38.8469
373,GOA,GOA,IT,Airport,Genoa,+01:00,Europe/Rome,44.4133,8.8375
374,GOI,GOI,IN,Airport,Goa,+05:30,Asia/Kolkata,15.3808,73.8314
375,GOJ,GOJ,RU,Airport,Nizhniy Novgorod,+03:00,Europe/Moscow,56.23,43.7842
376,GOP,GOP,IN,Airport,Gorakhpur,+05:30,Asia/Kolkata,26.7411,83.45
377,GOT,GOT,SE,Airport,Gothenburg,+01:00,Europe/Stockholm,57.6628,12.2797
378,GPA,GPA,GR,Airport,Patrai,+02:00,Europe/Athens,38.1511,21.4256
379,GPT,GPT,US,Airport,Gulfport/Biloxi,-06:00,America/Chicago,30.4072,-89.07
380,GRB,GRB,US,Airport,Green Bay,-06:00,America/Chicago,44.4856,-88.1339
381,GRI,GRI,US,Airport,Grand Island,-06:00,America/Chicago,40.9675,-98.3097
382,GRJ,GRJ,ZA,Airport,George,+02:00,Africa/Johannesburg,-34.0056,22.3789
383,GRK,ILE,US,Airport,Killeen Gray,-06:00,America/Chicago,31.0672,-97.8289
384,GRO,GRO,ES,Airport,Girona Costa Brava Apt,+01:00,Europe/Madrid,41.9008,2.7606
385,GRQ,GRQ,NL,Airport,Groningen,+01:00,Europe/Amsterdam,53.125,6.5833
386,GRR,GRR,US,Airport,Grand Rapids,-05:00,America/New_York,42.8808,-85.5228
387,GRU,SAO,BR,Airport,Sao Paulo Guarulhos,-03:00,America/Sao_Paulo,-23.4319,-46.4694
388,GRZ,GRZ,AT,Airport,Graz,+01:00,Europe/Vienna,46.9936,15.44
389,GSO,GSO,US,Airport,Greensboro/High Point,-05:00,America/New_York,36.0978,-79.9372
390,GSP,GSP,US,Airport,Greenville/Spartanburg,-05:00,America/New_York,34.8956,-82.2189
391,GTF,GTF,US,Airport,Great Falls,-07:00,America/Denver,47.4819,-111.3706
392,GUA,GUA,GT,Airport,Guatemala City,-06:00,America/Guatemala,14.5844,-90.5272
393,GUC,GUC,US,Airport,Gunnison,-07:00,America/Denver,38.5356,-106.9331
394,GUM,GUM,GU,Airport,Guam,+10:00,Pacific/Guam,13.4833,144.7961
395,GVA,GVA,CH,Airport,Geneva,+01:00,Europe/Zurich,46.2381,6.1089
396,GWL,GWL,IN,Airport,Gwalior,+05:30,Asia/Kolkata,26.2933,78.2278
397,GWT,GWT,DE,Airport,Westerland (Sylt),+01:00,Europe/Berlin,54.9133,8.3406
398,GYD,BAK,AZ,Airport,Baku,+04:00,Asia/Baku,40.4675,50.0467
399,GYE,GYE,EC,Airport,Guayaquil,-05:00,America/Guayaquil,-2.1575,-79.8836
400,GYN,GYN,BR,Airport,Goiania,-03:00,America/Araguaina,-16.6319,-49.2206
401,GZP,GZP,TR,Airport,Gazipasa,+03:00,Europe/Istanbul,36.2981,32.2903
402,GZT,GZT,TR,Airport,Gaziantep,+03:00,Europe/Istanbul,36.9472,37.4786
403,HAC,HAC,JP,Airport,Hachijo Jima,+09:00,Asia/Tokyo,33.115,139.7858
404,HAH,YVA,KM,Airport,Moroni,+03:00,Indian/Comoro,-11.5336,43.2719
405,HAJ,HAJ,DE,Airport,Hannover,+01:00,Europe/Berlin,52.4606,9.6894
406,HAK,HAK,CN,Airport,Haikou,+08:00,Asia/Shanghai,19.9347,110.4589
407,HAM,HAM,DE,Airport,Hamburg,+01:00,Europe/Berlin,53.6303,9.9883
408,HAN,HAN,VN,Airport,Hanoi,+07:00,Asia/Ho_Chi_Minh,21.2211,105.8072
409,HAR,HAR,US,Airport,Harrisburg,-05:00,America/New_York,40.2667,-76.8667
410,HAU,HAU,NO,Airport,Haugesund,+01:00,Europe/Oslo,59.3453,5.2083
411,HAV,HAV,CU,Airport,Havana,-05:00,America/Havana,22.9903,-82.4078
412,HBA,HBA,AU,Airport,Hobart,+10:00,Australia/Hobart,-42.8361,147.5103
413,HBE,ALY,EG,Airport,Alexandria,+02:00,Africa/Cairo,30.9178,29.6964
414,HDF,HDF,DE,Airport,Heringsdorf/ Usedom,+01:00,Europe/Berlin,53.8786,14.1522
415,HDS,HDS,ZA,Airport,Hoedspruit,+02:00,Africa/Johannesburg,-24.3486,30.9469
416,HDY,HDY,TH,Airport,Hat Yai,+07:00,Asia/Bangkok,6.9328,100.395
417,HEL,HEL,FI,Airport,Helsinki,+02:00,Europe/Helsinki,60.3172,24.9633
418,HER,HER,GR,Airport,Heraklion,+02:00,Europe/Athens,35.3397,25.1803
419,HET,HET,CN,Airport,Hohhot,+08:00,Asia/Shanghai,40.8514,111.8242
420,HFE,HFE,CN,Airport,Hefei,+08:00,Asia/Shanghai,31.9911,116.9892
421,HGA,HGA,SO,Airport,Hargeisa Egal Intl,+03:00,Africa/Mogadishu,9.5139,44.0839
422,HGH,HGH,CN,Airport,Hangzhou,+08:00,Asia/Shanghai,30.2294,120.4344
423,HHH,HHH,US,Airport,Hilton Head Island,-05:00,America/New_York,32.2222,-80.6989
424,HIA,HIA,CN,Airport,Huai'an Lianshui,+08:00,Asia/Shanghai,33.7875,119.1278
425,HIJ,HIJ,JP,Airport,Hiroshima,+09:00,Asia/Tokyo,34.4361,132.9194
426,HIL,HIL,ET,Airport,Shillavo,+03:00,Africa/Addis_Ababa,6.0833,44.8
427,HJR,HJR,IN,Airport,Khajuraho,+05:30,Asia/Kolkata,24.8172,79.9186
428,HKD,HKD,JP,Airport,Hakodate,+09:00,Asia/Tokyo,41.77,140.8219
429,HKG,HKG,CN,Airport,Hong Kong,+08:00,Asia/Shanghai,22.3089,113.9147
430,HKK,HKK,NZ,Airport,Hokitika,+12:00,Pacific/Auckland,-42.7114,170.9842
431,HKT,HKT,TH,Airport,Phuket,+07:00,Asia/Bangkok,8.1122,98.3053
432,HLD,HLD,CN,Airport,Hailar,+08:00,Asia/Shanghai,49.2086,119.8167
433,HLH,HLH,CN,Airport,Ulanhot,+08:00,Asia/Shanghai,46.1947,122.0083
434,HLN,HLN,US,Airport,Helena,-07:00,America/Denver,46.6069,-111.9828
435,HLZ,HLZ,NZ,Airport,Hamilton,+12:00,Pacific/Auckland,-37.8667,175.3319
436,HMB,HMB,EG,Airport,Sohag International,+02:00,Africa/Cairo,26.3428,31.7428
437,HMO,HMO,MX,Airport,Hermosillo,-07:00,America/Mazatlan,29.0958,-111.0478
438,HND,TYO,JP,Airport,Tokyo Haneda,+09:00,Asia/Tokyo,35.5522,139.7797
439,HNL,HNL,US,Airport,Honolulu,-10:00,Pacific/Honolulu,21.3278,-157.9222
440,HOB,HOB,US,Airport,Hobbs Lea,-07:00,America/Denver,32.6883,-103.215
441,HOG,HOG,CU,Airport,Holguin,-05:00,America/Havana,20.7856,-76.315
442,HOV,HOV,NO,Airport,Orsta-Volda,+01:00,Europe/Oslo,62.1792,6.0711
443,HPN,HPN,US,Airport,Westchester County,-05:00,America/New_York,41.0669,-73.7075
444,HRB,HRB,CN,Airport,Harbin,+08:00,Asia/Shanghai,45.6233,126.2503
445,HRE,HRE,ZW,Airport,Harare,+02:00,Africa/Harare,-17.9319,31.0928
446,HRG,HRG,EG,Airport,Hurghada,+02:00,Africa/Cairo,27.1786,33.8014
447,HRL,HRL,US,Airport,Harlingen,-06:00,America/Chicago,26.2286,-97.6544
448,HSG,HSG,JP,Airport,Saga,+09:00,Asia/Tokyo,33.1497,130.3022
449,HSN,HSN,CN,Airport,Zhoushan Putuoshan,+08:00,Asia/Shanghai,29.9347,122.3619
450,HSV,HSV,US,Airport,Huntsville,-06:00,America/Chicago,34.6372,-86.775
451,HTS,HTS,US,Airport,Huntington,-05:00,America/New_York,38.3683,-82.5592
452,HTY,HTY,TR,Airport,Hatay,+03:00,Europe/Istanbul,36.3597,36.2847
453,HUE,HUE,ET,Airport,Humera,+03:00,Africa/Addis_Ababa,13.8333,36.8794
454,HUX,HUX,MX,Airport,Bahias De Huatulco Intl,-06:00,America/Mexico_City,15.7753,-96.2625
455,HYA,HYA,US,Airport,Hyannis,-05:00,America/New_York,41.6656,-70.2814
456,HYD,HYD,IN,Airport,Hyderabad,+05:30,Asia/Kolkata,17.2311,78.4314
457,HYN,HYN,CN,Airport,Huangyan,+08:00,Asia/Shanghai,28.5653,121.4303
458,HYS,HYS,US,Airport,Hays Regional,-06:00,America/Chicago,38.8503,-99.2756
459,IAD,WAS,US,Airport,Washington Dulles,-05:00,America/New_York,38.9444,-77.4558
460,IAH,HOU,US,Airport,Houston,-06:00,America/Chicago,29.9844,-95.3414
461,IAS,IAS,RO,Airport,Iasi,+02:00,Europe/Bucharest,47.1786,27.6206
462,IBE,IBE,CO,Airport,Ibague Perales,-05:00,America/Bogota,4.4211,-75.1336
463,IBZ,IBZ,ES,Airport,Ibiza,+01:00,Europe/Madrid,38.8728,1.3731
464,ICN,SEL,KR,Airport,Seoul,+09:00,Asia/Seoul,37.4692,126.4506
465,ICT,ICT,US,Airport,Wichita,-06:00,America/Chicago,37.6528,-97.4331
466,IDA,IDA,US,Airport,Idaho Falls,-07:00,America/Denver,43.5144,-112.0708
467,IDR,IDR,IN,Airport,Indore,+05:30,Asia/Kolkata,22.7217,75.8011
468,IFN,IFN,IR,Airport,Isfahan,+03:30,Asia/Tehran,32.7517,51.8697
469,IGD,IGD,TR,Airport,Igdir,+03:00,Europe/Istanbul,39.9728,43.8844
470,IGR,IGR,AR,Airport,Iguazu,-03:00,America/Argentina/Buenos_Aires,-25.7372,-54.4733
471,IGU,IGU,BR,Airport,Iguassu Falls,-03:00,America/Araguaina,-25.5961,-54.4872
472,IKA,THR,IR,Airport,Tehran,+03:30,Asia/Tehran,35.4161,51.1522
473,ILM,ILM,US,Airport,Wilmington,-05:00,America/New_York,34.2706,-77.9025
474,IMF,IMF,IN,Airport,Imphal,+05:30,Asia/Kolkata,24.76,93.8967
475,INC,INC,CN,Airport,Yinchuan,+08:00,Asia/Shanghai,38.4933,106.0119
476,IND,IND,US,Airport,Indianapolis,-05:00,America/New_York,39.7172,-86.2944
477,INI,INI,RS,Airport,Nis,+01:00,Europe/Belgrade,43.3372,21.8536
478,INN,INN,AT,Airport,Innsbruck,+01:00,Europe/Vienna,47.2603,11.3439
479,IOA,IOA,GR,Airport,Ioannina,+02:00,Europe/Athens,39.6964,20.8225
480,IOB,INN,AT,Rail Station,Innsbruck Railway Station,+01:00,Europe/Vienna,47.2628,11.4011
481,IOS,IOS,BR,Airport,Ilheus,-03:00,America/Araguaina,-14.8158,-39.0333
482,IPL,IPL,US,Airport,Imperial County Apt,-08:00,America/Los_Angeles,32.835,-115.5747
483,IQQ,IQQ,CL,Airport,Iquique,-04:00,America/Santiago,-20.5353,-70.1814
484,IQT,IQT,PE,Airport,Iquitos,-05:00,America/Lima,-3.7847,-73.3089
485,ISB,ISB,PK,Airport,Islamabad International,+05:00,Asia/Karachi,33.5483,72.825
486,ISE,ISE,TR,Airport,Isparta Suleyman Demirel,+03:00,Europe/Istanbul,37.8556,30.3683
487,ISG,ISG,JP,Airport,Ishigaki,+09:00,Asia/Tokyo,24.3964,124.245
488,ISN,ISN,US,Airport,Williston,-06:00,America/Chicago,48.1792,-103.6433
489,IST,IST,TR,Airport,Istanbul,+03:00,Europe/Istanbul,41.2706,28.7425
490,ISU,ISU,IQ,Airport,Sulaymaniyah International,+03:00,Asia/Baghdad,35.5625,45.3158
491,ITH,ITH,US,Airport,Ithaca,-05:00,America/New_York,42.4911,-76.4608
492,ITM,OSA,JP,Airport,Osaka Itami,+09:00,Asia/Tokyo,34.7856,135.4383
493,ITO,ITO,US,Airport,Hilo,-10:00,Pacific/Honolulu,19.7214,-155.0483
494,IUE,IUE,NU,Airport,Niue Hanan,-11:00,Pacific/Niue,-19.0778,-169.9267
495,IVC,IVC,NZ,Airport,Invercargill,+12:00,Pacific/Auckland,-46.4147,168.3131
496,IVL,IVL,FI,Airport,Ivalo,+02:00,Europe/Helsinki,68.6072,27.4053
497,IWJ,IWJ,JP,Airport,Iwami,+09:00,Asia/Tokyo,34.6764,131.7903
498,IWK,IWK,JP,Airport,Iwakuni,+09:00,Asia/Tokyo,34.1461,132.2472
499,IXB,IXB,IN,Airport,Bagdogra,+05:30,Asia/Kolkata,26.6811,88.3286
500,IXC,IXC,IN,Airport,Chandigarh,+05:30,Asia/Kolkata,30.6733,76.7886
501,IXD,IXD,IN,Airport,Allahabad,+05:30,Asia/Kolkata,25.44,81.7339
502,IXI,IXI,IN,Airport,Lilabari,+05:30,Asia/Kolkata,27.2944,94.0964
503,IXJ,IXJ,IN,Airport,Jammu,+05:30,Asia/Kolkata,32.6892,74.8375
504,IXL,IXL,IN,Airport,Leh,+05:30,Asia/Kolkata,34.1358,77.5464
505,IXM,IXM,IN,Airport,Madurai,+05:30,Asia/Kolkata,9.8344,78.0933
506,IXP,IXP,IN,Airport,Pathankot,+05:30,Asia/Kolkata,32.2339,75.6347
507,IXR,IXR,IN,Airport,Ranchi,+05:30,Asia/Kolkata,23.3142,85.3217
508,IXZ,IXZ,IN,Airport,Port Blair,+05:30,Asia/Kolkata,11.6411,92.7297
509,JAC,JAC,US,Airport,Jackson,-07:00,America/Denver,43.6072,-110.7378
510,JAN,JAN,US,Airport,Jackson-Evers,-06:00,America/Chicago,32.3111,-90.0758
511,JAX,JAX,US,Airport,Jacksonville Florida (US),-05:00,America/New_York,30.4942,-81.6878
512,JDH,JDH,IN,Airport,Jodhpur,+05:30,Asia/Kolkata,26.2511,73.0489
513,JDO,JDO,BR,Airport,Juazeiro Do Norte O. Bezerra De Menezes,-03:00,America/Araguaina,-7.2186,-39.2714
514,JDZ,JDZ,CN,Airport,Jingdezhen,+08:00,Asia/Shanghai,29.3392,117.1764
515,JED,JED,SA,Airport,Jeddah,+03:00,Asia/Riyadh,21.6794,39.1567
516,JER,JER,GB,Airport,Jersey,+00:00,Europe/London,49.2078,-2.1953
517,JFK,NYC,US,Airport,New York J F Kennedy,-05:00,America/New_York,40.6397,-73.7789
518,JGA,JGA,IN,Airport,Jamnagar Govardhanpur,+05:30,Asia/Kolkata,22.4656,70.0125
519,JHG,JHG,CN,Airport,Jinghong Xishuangbanna Gasa Int,+08:00,Asia/Shanghai,21.9731,100.7631
520,JIB,JIB,DJ,Airport,Djibouti,+03:00,Africa/Djibouti,11.5472,43.1594
521,JIJ,JIJ,ET,Airport,Jijiga,+03:00,Africa/Addis_Ababa,9.3633,42.7897
522,JIM,JIM,ET,Airport,Jimma,+03:00,Africa/Addis_Ababa,7.6628,36.8181
523,JJN,JJN,CN,Airport,Jinjiang,+08:00,Asia/Shanghai,24.7956,118.5881
524,JKG,JKG,SE,Airport,Jonkoping,+01:00,Europe/Stockholm,57.7575,14.0686
525,JKH,JKH,GR,Airport,Chios,+02:00,Europe/Athens,38.3431,26.1406
526,JLN,JLN,US,Airport,Joplin,-06:00,America/Chicago,37.1519,-94.4983
527,JLR,JLR,IN,Airport,Jabalpur,+05:30,Asia/Kolkata,23.1778,80.0519
528,JMK,JMK,GR,Airport,Mykonos,+02:00,Europe/Athens,37.435,25.3481
529,JMS,JMS,US,Airport,Jamestown,-06:00,America/Chicago,46.9297,-98.6783
530,JMU,JMU,CN,Airport,Jiamusi,+08:00,Asia/Shanghai,46.8433,130.4653
531,JNB,JNB,ZA,Airport,Johannesburg,+02:00,Africa/Johannesburg,-26.1392,28.2461
532,JNU,JNU,US,Airport,Juneau,-09:00,America/Anchorage,58.355,-134.5764
533,JNX,JNX,GR,Airport,Naxos,+02:00,Europe/Athens,37.0822,25.3686
534,JOI,JOI,BR,Airport,Joinville,-03:00,America/Araguaina,-26.2244,-48.7975
535,JPA,JPA,BR,Airport,Joao Pessoa,-03:00,America/Araguaina,-7.1483,-34.9506
536,JRH,JRH,IN,Airport,Jorhat Rowriah,+05:30,Asia/Kolkata,26.7317,94.1756
537,JRO,JRO,TZ,Airport,Kilimanjaro,+03:00,Africa/Dar_es_Salaam,-3.4294,37.0744
538,JSH,JSH,GR,Airport,Siteia,+02:00,Europe/Athens,35.2161,26.1014
539,JSI,JSI,GR,Airport,Skiathos,+02:00,Europe/Athens,39.1772,23.5036
540,JSY,JSY,GR,Airport,Syros Island,+02:00,Europe/Athens,37.4228,24.95
541,JTR,JTR,GR,Airport,Thira,+02:00,Europe/Athens,36.3992,25.4794
542,JTY,JTY,GR,Airport,Astypalaia Island,+02:00,Europe/Athens,36.58,26.3756
543,JUB,JUB,SS,Airport,Juba,+02:00,Africa/Juba,4.8719,31.6011
544,JUJ,JUJ,AR,Airport,Jujuy,-03:00,America/Argentina/Buenos_Aires,-24.3928,-65.0978
545,JUL,JUL,PE,Airport,Juliaca Inco Manco Capac Intl,-05:00,America/Lima,-15.4672,-70.1581
546,JZH,JZH,CN,Airport,Jiuzhaigou Jiuzhai Huanglong,+08:00,Asia/Shanghai,32.8567,103.6831
547,KAO,KAO,FI,Airport,Kuusamo,+02:00,Europe/Helsinki,65.9875,29.2394
548,KBH,KBH,TZ,Airport,Kahama Buzwagi,+03:00,Africa/Dar_es_Salaam,-3.7917,32.6467
549,KBL,KBL,AF,Airport,Kabul,+04:30,Asia/Kabul,34.5658,69.2125
550,KBP,IEV,UA,Airport,Kiev,+02:00,Europe/Zaporozhye,50.345,30.8947
551,KBV,KBV,TH,Airport,Krabi,+07:00,Asia/Bangkok,8.0958,98.9889
552,KCH,KCH,MY,Airport,Kuching,+08:00,Asia/Kuching,1.4842,110.3439
553,KCM,KCM,TR,Airport,Kahramanmaras,+03:00,Europe/Istanbul,37.5389,36.9533
554,KCO,KCO,TR,Airport,Kocaeli,+03:00,Europe/Istanbul,40.7333,30.0833
555,KCZ,KCZ,JP,Airport,Kochi (JP),+09:00,Asia/Tokyo,33.5461,133.6694
556,KEF,REK,IS,Airport,Reykjavik Intl.,+00:00,Atlantic/Reykjavik,63.985,-22.6056
557,KFS,KFS,TR,Airport,Kastamonu,+03:00,Europe/Istanbul,41.315,33.7961
558,KGL,KGL,RW,Airport,Kigali,+02:00,Africa/Kigali,-1.9686,30.1394
559,KGS,KGS,GR,Airport,Kos,+02:00,Europe/Athens,36.7933,27.0917
560,KHE,KHE,UA,Airport,Kherson,+02:00,Europe/Zaporozhye,46.6772,32.5072
561,KHG,KHG,CN,Airport,Kashi,+08:00,Asia/Shanghai,39.5425,76.02
562,KHH,KHH,TW,Airport,Kaohsiung,+08:00,Asia/Taipei,22.5772,120.35
563,KHN,KHN,CN,Airport,Nanchang,+08:00,Asia/Shanghai,28.8639,115.9022
564,KIJ,KIJ,JP,Airport,Niigata,+09:00,Asia/Tokyo,37.9558,139.1208
565,KIM,KIM,ZA,Airport,Kimberley,+02:00,Africa/Johannesburg,-28.8028,24.7653
566,KIN,KIN,JM,Airport,Kingston Norman Manley,-05:00,America/Jamaica,17.9356,-76.7875
567,KIS,KIS,KE,Airport,Kisumu,+03:00,Africa/Nairobi,-0.0856,34.7297
568,KIT,KIT,GR,Airport,Kithira,+02:00,Europe/Athens,36.2742,23.0169
569,KIV,KIV,MD,Airport,Chisinau,+02:00,Europe/Chisinau,46.9278,28.9308
570,KIX,OSA,JP,Airport,Osaka Kansai,+09:00,Asia/Tokyo,34.4272,135.2442
571,KJR,FKB,DE,Rail Station,Karlsruhe Central Station,+01:00,Europe/Berlin,48.9936,8.4022
572,KKC,KKC,TH,Airport,Khon Kaen,+07:00,Asia/Bangkok,16.4644,102.7822
573,KKE,KKE,NZ,Airport,Kerikeri,+12:00,Pacific/Auckland,-35.2578,173.9119
574,KKJ,KKJ,JP,Airport,Kita Kyushu,+09:00,Asia/Tokyo,33.8458,131.0347
575,KKN,KKN,NO,Airport,Kirkenes,+01:00,Europe/Oslo,69.7258,29.8914
576,KLO,KLO,PH,Airport,Kalibo,+08:00,Asia/Manila,11.6844,122.3811
